CustomerID,Age,Gender,Tenure_Months,Monthly_Charges,Total_Charges,Contract,Payment_Method,Internet_Service,Online_Security,Tech_Support,Num_Complaints,Satisfaction_Score,Num_Products,Warehouse_To_Home_KM,Days_Since_Last_Order,Cashback_Amount,Coupons_Used,Marital_Status,Preferred_Device,Churn
CUST-02817,48.0,Female,2,68.52,153.97,Two Year,Credit Card,DSL,Yes,No,1,1.0,2,9.5,11.0,228.23,1,Divorced,Desktop,No
CUST-02818,,Female,13,77.29,950.47,Two Year,Mailed Check,DSL,No,No,2,4.0,1,3.9,11.0,289.24,2,Married,Mobile,No
CUST-02819,47.0,Male,6,94.07,527.13,Month-to-Month,Electronic Check,Fiber Optic,No,No,0,3.0,5,5.3,15.0,12.25,2,Single,Tablet,Yes
CUST-02820,18.0,Male,7,78.73,562.83,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No,1,3.0,4,12.2,61.0,114.11,3,Married,Mobile,No
CUST-02821,38.0,Male,16,79.56,1188.57,Month-to-Month,Credit Card,None,Yes,Yes,2,2.0,3,8.3,32.0,129.27,3,Married,Mobile,Yes
CUST-02822,53.0,Female,40,96.92,3864.74,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,2,3.0,1,3.4,22.0,290.01,2,Married,Desktop,Yes
CUST-02823,41.0,Male,32,112.91,3688.97,Month-to-Month,Bank Transfer,DSL,No Internet,No,1,5.0,3,9.6,15.0,228.04,1,Married,Mobile,No
CUST-02824,22.0,Female,21,55.67,1160.07,One Year,Bank Transfer,Fiber Optic,No,No,2,4.0,3,2.7,2.0,280.59,0,Married,Tablet,No
CUST-02825,41.0,Male,18,75.71,1288.35,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,0,1.0,3,32.0,64.0,40.62,2,Divorced,Mobile,Yes
CUST-02826,65.0,Male,13,26.63,315.82,One Year,Electronic Check,Fiber Optic,No,No Internet,3,4.0,5,38.7,4.0,7.41,3,Single,Desktop,No
CUST-02827,59.0,Male,72,53.88,3847.83,Month-to-Month,Mailed Check,DSL,No,No Internet,1,1.0,4,3.9,6.0,291.31,0,Married,Desktop,Yes
CUST-02828,41.0,Male,19,59.2,1231.82,One Year,Electronic Check,DSL,No,No,2,4.0,2,1.0,17.0,99.28,2,Divorced,Mobile,No
CUST-02829,,Female,7,101.52,793.92,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,3,4.0,3,39.3,4.0,197.11,2,Married,Tablet,Yes
CUST-02830,36.0,Male,6,69.34,452.59,One Year,Bank Transfer,Fiber Optic,No,No,2,3.0,2,5.6,30.0,47.13,1,Married,Mobile,Yes
CUST-02831,18.0,Female,22,91.11,1987.27,One Year,Bank Transfer,Fiber Optic,Yes,No,1,,5,3.1,20.0,166.01,2,Married,Tablet,No
CUST-02832,29.0,Male,17,19.9,398.33,Month-to-Month,Credit Card,DSL,No,No,3,5.0,3,37.8,20.0,282.33,1,Divorced,Mobile,Yes
CUST-02833,63.0,Female,1,64.45,7.78,Month-to-Month,Bank Transfer,None,No Internet,No Internet,1,1.0,3,32.1,102.0,210.82,2,Divorced,Mobile,Yes
CUST-02834,38.0,Male,42,108.13,4595.29,Month-to-Month,Electronic Check,DSL,No,Yes,3,2.0,2,1.0,33.0,135.52,1,Single,Tablet,Yes
CUST-02835,,Female,29,40.43,1218.87,Two Year,Mailed Check,DSL,Yes,No,0,5.0,2,3.5,39.0,276.7,0,Divorced,Mobile,No
CUST-02836,37.0,Female,26,21.15,542.33,One Year,Electronic Check,Fiber Optic,No Internet,Yes,0,5.0,1,25.1,28.0,37.79,2,Married,Mobile,No
CUST-02837,68.0,Female,1,61.34,118.3,One Year,Electronic Check,Fiber Optic,Yes,Yes,0,3.0,2,4.7,9.0,140.79,8,Married,Desktop,No
CUST-02838,64.0,Male,10,88.44,862.04,Month-to-Month,Bank Transfer,DSL,No,,1,4.0,2,16.6,1.0,171.85,1,Divorced,Mobile,Yes
CUST-02839,73.0,Female,65,63.45,4061.0,Month-to-Month,Electronic Check,None,No Internet,No,4,2.0,1,1.0,24.0,4.1,2,Married,Mobile,No
CUST-02840,39.0,Male,47,64.0,3056.9,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,3,5.0,4,27.6,17.0,5.41,1,Married,Mobile,No
CUST-02841,46.0,Male,8,84.98,675.58,Month-to-Month,Electronic Check,DSL,No Internet,Yes,3,3.0,1,8.2,3.0,185.47,2,Divorced,Desktop,Yes
CUST-02842,20.0,Male,4,43.44,203.85,Month-to-Month,Credit Card,Fiber Optic,No,No,1,4.0,4,9.5,58.0,196.34,2,Married,Desktop,Yes
CUST-02843,62.0,Male,14,93.19,1395.7,Month-to-Month,Electronic Check,Fiber Optic,No,No,2,2.0,1,24.8,20.0,294.53,0,Single,Mobile,Yes
CUST-02844,25.0,Female,10,33.31,296.99,One Year,Electronic Check,Fiber Optic,No Internet,Yes,1,4.0,1,9.1,18.0,93.14,1,Married,Tablet,Yes
CUST-02845,45.0,Male,27,57.58,1547.49,Month-to-Month,Credit Card,None,No,Yes,3,4.0,5,1.6,16.0,102.85,2,Divorced,Mobile,Yes
CUST-02846,26.0,Female,72,83.6,6097.68,Month-to-Month,Credit Card,Fiber Optic,No,Yes,3,3.0,5,10.5,40.0,178.34,0,Married,Desktop,Yes
CUST-02847,33.0,Female,10,100.84,1041.84,One Year,Electronic Check,Fiber Optic,No,No,0,5.0,1,9.2,1.0,222.6,2,Married,Desktop,Yes
CUST-02848,30.0,Female,1,97.15,62.16,One Year,Electronic Check,Fiber Optic,Yes,No,1,2.0,1,9.0,7.0,156.01,0,Single,Desktop,Yes
CUST-02849,33.0,Female,54,90.17,4821.43,One Year,Electronic Check,Fiber Optic,No,No,2,5.0,1,3.2,69.0,185.34,4,Married,Tablet,No
CUST-02850,34.0,Male,1,53.91,27.51,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,1,4.0,2,2.7,1.0,61.89,3,Divorced,Mobile,Yes
CUST-02851,34.0,Female,72,30.23,2139.64,Two Year,Credit Card,Fiber Optic,Yes,No Internet,0,5.0,2,22.6,28.0,214.8,4,Single,Tablet,No
CUST-02852,53.0,Male,26,39.68,1043.55,Two Year,Credit Card,None,Yes,No,1,4.0,2,14.5,8.0,120.81,4,Divorced,Mobile,No
CUST-02853,26.0,Female,68,104.48,7108.56,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,1,3.0,4,1.0,23.0,173.21,0,Married,Mobile,Yes
CUST-02854,45.0,Female,5,103.73,532.61,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,1,3.0,4,27.1,22.0,,0,Single,Mobile,Yes
CUST-02855,59.0,Female,1,113.16,71.12,Two Year,Mailed Check,Fiber Optic,Yes,No,2,4.0,5,1.9,,2.2,2,Married,Tablet,No
CUST-02856,34.0,Male,16,25.6,406.06,Two Year,Electronic Check,Fiber Optic,No,No,0,3.0,2,20.1,5.0,172.88,3,Married,Mobile,No
CUST-02857,31.0,Male,14,71.68,900.74,Month-to-Month,Mailed Check,DSL,Yes,No,0,1.0,1,1.5,30.0,282.78,1,Married,Desktop,Yes
CUST-02858,38.0,Male,9,82.87,753.08,Month-to-Month,Credit Card,None,No,No,0,3.0,3,53.3,45.0,29.77,2,Divorced,Desktop,Yes
CUST-02859,58.0,Male,72,89.07,6471.81,Two Year,Credit Card,DSL,No,No,1,4.0,4,34.6,5.0,32.59,3,Single,Mobile,No
CUST-02860,44.0,Male,41,82.39,3306.75,Month-to-Month,Credit Card,Fiber Optic,No Internet,No,2,4.0,1,3.0,46.0,59.81,3,Married,Mobile,No
CUST-02861,34.0,Female,26,95.0,2494.17,Two Year,Bank Transfer,Fiber Optic,No,No Internet,0,3.0,4,1.0,3.0,29.96,2,Married,Mobile,No
CUST-02862,48.0,Male,4,53.95,185.25,Month-to-Month,Credit Card,Fiber Optic,No Internet,No,0,3.0,1,1.0,9.0,256.08,3,Married,Desktop,No
CUST-02863,26.0,Female,31,35.94,,Two Year,Electronic Check,Fiber Optic,No,Yes,1,4.0,2,24.8,13.0,264.37,0,Single,Tablet,No
CUST-02864,51.0,Female,31,38.46,1200.19,Month-to-Month,Credit Card,DSL,Yes,No,0,3.0,2,1.2,11.0,142.17,3,Single,Mobile,No
CUST-02865,,Female,13,19.2,269.84,Month-to-Month,Credit Card,Fiber Optic,No,No,3,4.0,4,22.6,39.0,237.37,1,Married,Desktop,Yes
CUST-02866,37.0,Male,62,53.03,3291.1,Two Year,Bank Transfer,None,No,Yes,3,3.0,1,25.7,9.0,91.03,0,Married,Tablet,No
CUST-02867,30.0,Male,4,27.17,175.1,Month-to-Month,Bank Transfer,Fiber Optic,No,No,1,2.0,1,5.5,41.0,151.17,3,Single,Tablet,Yes
CUST-02868,29.0,Male,7,50.15,368.42,Month-to-Month,Electronic Check,DSL,No,No,1,2.0,3,19.9,1.0,161.34,4,Married,Desktop,No
CUST-02869,49.0,Male,1,80.82,45.55,Two Year,Electronic Check,None,No,No,3,3.0,5,25.7,11.0,91.89,4,Married,Mobile,No
CUST-02870,59.0,Female,38,107.45,4088.04,Month-to-Month,Credit Card,Fiber Optic,Yes,No Internet,2,2.0,1,22.8,73.0,,1,Single,Desktop,Yes
CUST-02871,33.0,Male,23,101.96,2326.64,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,2,5.0,2,3.2,14.0,252.93,1,Married,Desktop,Yes
CUST-02872,48.0,Female,9,43.27,397.55,Month-to-Month,Electronic Check,Fiber Optic,,No,0,4.0,4,8.9,19.0,283.53,3,Married,Mobile,Yes
CUST-02873,18.0,Female,4,31.41,104.65,One Year,Bank Transfer,Fiber Optic,No,No,0,2.0,4,1.1,41.0,91.42,0,Single,Mobile,No
CUST-02874,33.0,Female,1,37.31,3.47,One Year,Credit Card,DSL,No Internet,No,1,3.0,5,,1.0,277.51,2,Married,Mobile,No
CUST-02875,41.0,Male,4,115.1,470.36,Two Year,Electronic Check,None,No,Yes,1,3.0,4,8.8,36.0,188.18,1,Married,Desktop,Yes
CUST-02876,29.0,Male,14,72.95,1024.09,One Year,Credit Card,DSL,No,,1,4.0,2,34.9,1.0,180.09,1,Married,Tablet,No
CUST-02877,28.0,Female,6,36.25,270.7,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,2,5.0,1,1.0,24.0,36.86,1,Married,Desktop,No
CUST-02878,32.0,Female,7,102.07,693.74,Month-to-Month,Credit Card,Fiber Optic,No,,0,3.0,4,11.3,28.0,213.14,3,Single,Mobile,Yes
CUST-02879,46.0,Male,50,57.52,2776.96,Two Year,Bank Transfer,None,No,No,4,3.0,3,19.8,4.0,92.1,1,Married,Mobile,No
CUST-02880,39.0,Male,17,107.92,1816.45,One Year,Electronic Check,DSL,No Internet,No,1,3.0,2,9.4,57.0,127.93,1,Married,Mobile,No
CUST-02881,18.0,Male,31,44.07,1284.85,Two Year,Mailed Check,Fiber Optic,Yes,No,1,3.0,3,4.1,25.0,42.46,1,Married,Mobile,No
CUST-02882,18.0,Female,1,57.32,78.1,Two Year,Electronic Check,Fiber Optic,No,No Internet,3,1.0,2,14.1,5.0,69.16,2,Married,Mobile,No
CUST-02883,33.0,Male,10,68.49,601.21,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,1,4.0,3,65.3,59.0,186.57,1,Married,Mobile,Yes
CUST-02884,48.0,Female,15,107.26,1559.48,One Year,Electronic Check,None,No,Yes,1,5.0,1,1.0,52.0,184.25,1,Single,Mobile,No
CUST-02885,18.0,Male,4,104.88,401.4,One Year,Credit Card,DSL,Yes,No Internet,1,4.0,3,3.3,33.0,,3,Married,Mobile,No
CUST-02886,35.0,Female,3,75.44,303.52,Month-to-Month,Bank Transfer,Fiber Optic,No,No,1,5.0,5,10.1,15.0,189.18,2,Married,Mobile,No
CUST-02887,34.0,Female,49,40.18,1915.18,Month-to-Month,Bank Transfer,DSL,No,No,1,2.0,3,13.7,20.0,260.15,2,Single,Tablet,Yes
CUST-02888,61.0,Female,67,58.34,3909.4,Two Year,Electronic Check,Fiber Optic,Yes,No,2,4.0,3,14.7,36.0,9.64,1,Single,Mobile,No
CUST-02889,36.0,Male,1,115.56,144.56,One Year,Electronic Check,DSL,No Internet,Yes,1,5.0,1,1.0,10.0,61.72,3,Single,Desktop,No
CUST-02890,47.0,Male,10,78.78,862.0,One Year,Electronic Check,None,Yes,Yes,3,1.0,1,2.0,27.0,88.85,1,Divorced,Mobile,No
CUST-02891,43.0,Male,72,96.11,6958.81,One Year,Credit Card,DSL,No,No Internet,2,5.0,3,43.4,29.0,173.15,0,Married,Desktop,No
CUST-02892,18.0,Female,2,62.99,180.68,One Year,Electronic Check,Fiber Optic,,Yes,1,1.0,3,1.2,7.0,199.77,1,Divorced,Mobile,Yes
CUST-02893,52.0,Female,24,71.2,1752.02,Month-to-Month,Credit Card,DSL,No,No,0,5.0,1,8.1,4.0,166.0,5,Divorced,Mobile,No
CUST-02894,45.0,Female,72,60.9,4324.34,One Year,Credit Card,Fiber Optic,No,No,2,2.0,5,12.9,5.0,209.32,4,Single,Mobile,Yes
CUST-02895,49.0,Male,72,88.29,6374.86,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No Internet,1,3.0,3,5.7,0.0,133.94,1,Divorced,Desktop,No
CUST-02896,80.0,Female,15,103.15,1589.68,Two Year,Electronic Check,DSL,No,No Internet,1,1.0,3,4.4,41.0,239.06,3,Married,Mobile,No
CUST-02897,18.0,Male,4,68.74,227.13,One Year,Credit Card,DSL,No,Yes,1,1.0,2,5.1,49.0,21.69,0,Divorced,Desktop,No
CUST-02898,66.0,Female,5,66.09,301.46,Two Year,Bank Transfer,DSL,No,No,1,5.0,4,5.0,48.0,185.96,2,Married,Desktop,No
CUST-02899,37.0,Male,52,52.03,2665.4,Month-to-Month,Bank Transfer,DSL,No,No Internet,5,1.0,4,7.2,,12.98,2,Divorced,Mobile,Yes
CUST-02900,46.0,Female,58,35.71,2109.81,Two Year,Credit Card,DSL,No,No Internet,1,4.0,3,1.9,2.0,69.29,2,Married,Tablet,No
CUST-02901,41.0,Male,22,111.92,2458.78,Two Year,Electronic Check,Fiber Optic,No,No,1,5.0,1,28.8,80.0,18.53,1,Married,Mobile,Yes
CUST-02902,36.0,Male,34,49.61,1670.7,One Year,Credit Card,Fiber Optic,Yes,Yes,1,5.0,1,21.4,20.0,178.27,0,Married,Mobile,No
CUST-02903,34.0,Female,32,98.07,3074.16,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,2,5.0,2,1.0,14.0,63.13,1,Single,Mobile,Yes
CUST-02904,46.0,Male,26,89.53,,Month-to-Month,Bank Transfer,DSL,No,No,2,5.0,1,21.5,4.0,27.6,1,Divorced,Mobile,Yes
CUST-02905,,Female,42,97.09,4049.4,One Year,Bank Transfer,DSL,No,No Internet,1,1.0,2,26.4,19.0,232.01,3,Single,Mobile,No
CUST-02906,52.0,Female,27,111.68,3027.53,One Year,Mailed Check,Fiber Optic,No,No,1,5.0,1,38.3,34.0,0.17,1,Married,Mobile,No
CUST-02907,36.0,Female,18,80.34,1388.97,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,0,1.0,2,14.2,2.0,164.72,2,Divorced,Mobile,No
CUST-02908,26.0,Male,6,107.8,655.7,One Year,Electronic Check,DSL,No,Yes,2,2.0,5,28.7,114.0,275.83,1,Single,Mobile,Yes
CUST-02909,35.0,Female,32,,1090.69,One Year,Credit Card,Fiber Optic,No,No Internet,3,2.0,3,21.4,74.0,,2,Single,Mobile,Yes
CUST-02910,59.0,Female,15,80.67,1147.59,Month-to-Month,Credit Card,DSL,No,No,1,,1,1.0,65.0,181.15,2,Married,Mobile,Yes
CUST-02911,34.0,Male,8,95.23,695.48,Month-to-Month,Electronic Check,DSL,No,No,7,2.0,3,25.0,15.0,30.95,2,Married,Tablet,Yes
CUST-02912,47.0,Female,38,45.16,1657.23,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,3,3.0,1,13.0,58.0,237.06,0,Married,Tablet,No
CUST-02913,31.0,Male,28,92.08,2567.92,Month-to-Month,Mailed Check,DSL,No,No Internet,2,4.0,5,15.8,4.0,100.61,4,Single,Mobile,Yes
CUST-02914,52.0,Male,66,95.85,6332.15,Month-to-Month,Bank Transfer,None,No,Yes,1,3.0,2,32.4,72.0,46.03,2,Married,Desktop,Yes
CUST-02915,51.0,Male,4,101.12,417.97,Two Year,Bank Transfer,None,No,No,4,2.0,2,1.0,57.0,296.53,1,Divorced,Mobile,Yes
CUST-02916,67.0,Male,25,49.29,1247.63,Month-to-Month,Bank Transfer,Fiber Optic,No,No Internet,0,3.0,1,1.7,26.0,27.33,2,Married,Desktop,Yes
CUST-02917,39.0,Male,6,86.16,,Month-to-Month,Electronic Check,DSL,Yes,No,2,3.0,2,12.8,32.0,215.48,1,Married,Mobile,No
CUST-02918,51.0,Female,56,48.43,2765.0,Month-to-Month,Credit Card,DSL,Yes,Yes,2,4.0,2,7.9,12.0,105.89,3,Married,Tablet,No
CUST-02919,43.0,Female,2,91.9,,Two Year,Mailed Check,Fiber Optic,Yes,Yes,2,4.0,3,8.1,89.0,252.4,1,Divorced,Desktop,Yes
CUST-02920,60.0,Male,25,64.3,1630.01,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,0,5.0,1,5.6,2.0,164.19,3,Married,Desktop,No
CUST-02921,31.0,Female,37,77.75,2868.54,Two Year,Electronic Check,None,No,No Internet,3,5.0,2,25.6,66.0,267.15,1,Divorced,Tablet,No
CUST-02922,52.0,Female,10,59.58,614.58,Month-to-Month,Bank Transfer,DSL,No Internet,Yes,1,1.0,2,1.6,9.0,166.31,2,Married,Mobile,No
CUST-02923,39.0,Female,72,34.2,2451.68,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,5,2.0,1,11.4,49.0,97.08,1,Single,Mobile,Yes
CUST-02924,41.0,Female,45,35.8,1630.68,One Year,Credit Card,Fiber Optic,Yes,Yes,3,5.0,1,9.2,1.0,288.16,2,Divorced,Mobile,No
CUST-02925,43.0,Female,8,25.76,205.71,One Year,Electronic Check,None,No Internet,Yes,1,4.0,1,12.0,8.0,136.78,2,Married,Mobile,Yes
CUST-02926,45.0,Male,1,79.81,120.5,One Year,Bank Transfer,Fiber Optic,No,No Internet,3,4.0,4,1.0,6.0,255.08,1,Divorced,Desktop,No
CUST-02927,40.0,Male,8,102.86,781.95,Two Year,Bank Transfer,Fiber Optic,No,No Internet,1,3.0,3,16.8,114.0,252.0,2,Single,Desktop,No
CUST-02928,45.0,Male,7,20.08,52.07,Month-to-Month,Credit Card,None,No Internet,Yes,1,4.0,5,1.0,7.0,168.78,2,Married,Mobile,No
CUST-02929,64.0,Female,52,24.62,1231.57,One Year,Electronic Check,DSL,No,,0,2.0,2,11.3,13.0,150.28,3,Single,Desktop,No
CUST-02930,55.0,Male,72,63.75,4643.45,One Year,Credit Card,DSL,No,No,0,4.0,4,4.6,10.0,88.6,0,Single,Tablet,No
CUST-02931,54.0,Female,1,91.77,84.04,Two Year,Credit Card,Fiber Optic,No,Yes,2,5.0,4,5.6,127.0,168.26,2,Single,Mobile,Yes
CUST-02932,35.0,Male,15,33.77,511.15,Month-to-Month,Credit Card,Fiber Optic,Yes,No Internet,1,3.0,2,20.1,28.0,172.39,2,Married,Mobile,Yes
CUST-02933,29.0,Female,19,45.17,805.55,Month-to-Month,Credit Card,DSL,No,No,1,3.0,3,63.9,13.0,72.08,2,Married,Desktop,Yes
CUST-02934,55.0,Male,2,41.2,85.68,One Year,Electronic Check,DSL,Yes,No,0,4.0,3,9.7,71.0,241.42,1,Married,Mobile,No
CUST-02935,54.0,Male,11,57.91,585.87,Two Year,Credit Card,DSL,No,Yes,1,5.0,2,16.6,36.0,101.25,0,Single,Desktop,No
CUST-02936,62.0,Male,9,40.5,320.71,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,1,5.0,2,4.3,36.0,226.22,3,Married,Tablet,No
CUST-02937,33.0,Male,18,53.26,938.56,Month-to-Month,Bank Transfer,Fiber Optic,No,No,1,4.0,1,12.1,19.0,296.4,2,Divorced,Mobile,Yes
CUST-02938,38.0,Male,25,90.85,2293.5,Month-to-Month,Bank Transfer,None,No,Yes,1,4.0,4,1.6,20.0,298.64,3,Divorced,Mobile,No
CUST-02939,19.0,Female,29,79.1,2321.49,One Year,Bank Transfer,Fiber Optic,Yes,No,2,5.0,2,28.5,39.0,258.99,3,Married,Desktop,No
CUST-02940,36.0,Male,3,26.12,107.31,Month-to-Month,Bank Transfer,Fiber Optic,Yes,,1,3.0,2,9.1,0.0,257.09,1,Single,Desktop,No
CUST-02941,55.0,Male,40,81.77,3191.4,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,1,5.0,2,6.7,17.0,241.79,2,Single,Desktop,No
CUST-02942,35.0,Female,27,65.71,1773.84,One Year,Bank Transfer,Fiber Optic,No,No,0,3.0,1,10.8,119.0,209.18,0,Divorced,Desktop,Yes
CUST-02943,50.0,Male,52,111.46,5786.08,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No Internet,3,4.0,1,36.6,31.0,55.19,3,Married,Desktop,Yes
CUST-02944,39.0,Female,14,46.93,580.41,Month-to-Month,Credit Card,DSL,No Internet,No,0,5.0,3,22.5,14.0,32.39,4,Single,Mobile,No
CUST-02945,46.0,Female,53,90.62,4803.66,Month-to-Month,Mailed Check,None,Yes,No Internet,2,3.0,4,2.5,5.0,171.63,1,Married,Desktop,No
CUST-02946,25.0,Male,48,91.09,4359.8,Month-to-Month,Credit Card,None,No,Yes,3,2.0,2,21.9,13.0,202.98,2,Married,Mobile,No
CUST-02947,43.0,Male,13,40.15,,Month-to-Month,Electronic Check,DSL,No,No,1,5.0,2,7.5,19.0,120.17,0,Divorced,Desktop,Yes
CUST-02948,18.0,Male,11,108.32,,Month-to-Month,Bank Transfer,None,No,Yes,3,4.0,2,7.5,29.0,284.62,3,Married,Desktop,Yes
CUST-02949,39.0,Female,64,67.12,4268.21,Month-to-Month,Credit Card,DSL,No Internet,No Internet,1,,2,21.3,122.0,75.33,2,Married,Tablet,No
CUST-02950,19.0,Female,30,85.89,2622.99,One Year,Electronic Check,Fiber Optic,No,No,1,1.0,2,9.2,20.0,75.49,3,Married,Desktop,Yes
CUST-02951,58.0,Female,63,32.59,1942.11,Month-to-Month,Electronic Check,Fiber Optic,No,No,1,3.0,2,1.1,13.0,260.66,5,Single,Mobile,No
CUST-02952,52.0,Female,38,43.78,1660.43,One Year,Bank Transfer,DSL,No,No Internet,3,2.0,3,4.3,8.0,152.67,1,Single,Desktop,No
CUST-02953,48.0,Male,22,76.61,,Month-to-Month,Bank Transfer,DSL,Yes,No Internet,1,4.0,2,33.8,43.0,10.79,1,Married,Mobile,Yes
CUST-02954,63.0,Female,2,49.9,54.19,Month-to-Month,Credit Card,Fiber Optic,No,No Internet,2,4.0,5,13.4,18.0,58.77,1,Single,Desktop,No
CUST-02955,28.0,Female,8,67.97,570.0,Two Year,Mailed Check,Fiber Optic,Yes,No,0,5.0,2,29.7,38.0,169.53,1,Divorced,Tablet,No
CUST-02956,66.0,Female,72,55.4,3925.09,Month-to-Month,Electronic Check,DSL,Yes,No,2,3.0,1,5.5,10.0,97.79,1,Married,Tablet,Yes
CUST-02957,55.0,Female,9,82.06,667.35,Month-to-Month,Bank Transfer,DSL,Yes,No,1,3.0,5,17.5,13.0,146.82,2,Single,Mobile,No
CUST-02958,38.0,Female,2,66.71,252.52,Two Year,Electronic Check,None,No,No,1,1.0,1,23.1,93.0,238.19,3,Divorced,Desktop,No
CUST-02959,57.0,Male,29,18.46,467.38,One Year,Bank Transfer,Fiber Optic,No Internet,No,0,1.0,2,3.0,7.0,148.51,1,Married,Tablet,No
CUST-02960,26.0,Male,31,82.97,2654.6,One Year,Electronic Check,DSL,Yes,No,2,5.0,2,1.0,11.0,139.55,1,Single,Desktop,No
CUST-02961,30.0,Female,8,60.21,473.07,One Year,Bank Transfer,Fiber Optic,No,No,0,2.0,1,15.1,21.0,52.81,6,Married,Tablet,No
CUST-02962,33.0,Male,8,52.17,391.12,Month-to-Month,Bank Transfer,DSL,Yes,No Internet,1,3.0,5,12.9,22.0,43.89,4,Married,Mobile,Yes
CUST-02963,34.0,Female,15,27.41,439.49,Two Year,Credit Card,DSL,Yes,Yes,0,4.0,2,,2.0,129.5,4,Married,Desktop,No
CUST-02964,27.0,Male,1,40.04,106.87,Two Year,Mailed Check,None,No Internet,No,0,5.0,3,7.9,106.0,62.88,5,Single,Mobile,No
CUST-02965,59.0,Female,37,40.38,1436.76,Month-to-Month,Electronic Check,None,Yes,No,0,2.0,4,12.4,10.0,120.13,0,Married,Mobile,Yes
CUST-02966,38.0,Female,9,111.54,978.35,Two Year,Electronic Check,DSL,Yes,Yes,4,3.0,3,3.6,1.0,169.66,3,Married,Mobile,No
CUST-02967,46.0,Male,46,61.25,2859.84,Month-to-Month,Bank Transfer,None,Yes,Yes,0,2.0,3,1.5,8.0,33.76,0,Single,Mobile,Yes
CUST-02968,34.0,Female,38,22.21,858.38,One Year,Credit Card,None,Yes,Yes,1,2.0,3,24.2,15.0,58.94,2,Single,Mobile,No
CUST-02969,18.0,Female,25,31.88,852.1,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,1,3.0,2,38.9,7.0,257.14,1,Single,Tablet,Yes
CUST-02970,45.0,Female,9,25.9,258.86,One Year,Electronic Check,Fiber Optic,Yes,No Internet,0,4.0,3,8.9,5.0,190.04,3,Married,Mobile,No
CUST-02971,18.0,Male,17,76.89,1397.54,Month-to-Month,Mailed Check,DSL,No,Yes,1,4.0,1,2.2,21.0,223.45,0,Married,Mobile,Yes
CUST-02972,41.0,Male,14,36.66,522.17,One Year,Credit Card,DSL,No,No,1,3.0,1,8.2,47.0,146.59,5,Single,Desktop,Yes
CUST-02973,22.0,Male,9,67.86,621.83,Month-to-Month,Electronic Check,Fiber Optic,No,No,2,4.0,5,4.9,36.0,206.67,1,Divorced,Mobile,Yes
CUST-02974,69.0,Male,45,55.01,2491.54,Month-to-Month,Electronic Check,None,No Internet,No,3,1.0,1,10.1,16.0,129.99,4,Married,Desktop,No
CUST-02975,54.0,Female,15,98.39,1468.73,One Year,Credit Card,Fiber Optic,Yes,No,1,5.0,2,,3.0,38.87,2,Married,Mobile,No
CUST-02976,43.0,Female,42,50.05,2144.5,Two Year,Bank Transfer,DSL,No,No Internet,1,5.0,1,30.3,92.0,131.19,2,Married,Mobile,No
CUST-02977,59.0,Female,2,,139.51,Month-to-Month,Credit Card,DSL,No,No Internet,1,4.0,5,1.0,12.0,187.83,4,Single,Desktop,Yes
CUST-02978,30.0,Female,3,90.13,309.8,Two Year,Electronic Check,Fiber Optic,Yes,Yes,2,3.0,1,8.4,3.0,75.87,1,Married,Tablet,No
CUST-02979,49.0,Female,72,61.34,4463.7,Month-to-Month,Mailed Check,Fiber Optic,No Internet,No,1,5.0,3,16.2,12.0,211.15,0,Married,Tablet,No
CUST-02980,44.0,Male,21,97.32,2065.14,Two Year,Mailed Check,DSL,No,Yes,1,5.0,3,15.8,35.0,40.06,2,Single,Mobile,No
CUST-02981,45.0,Female,17,84.17,1455.98,One Year,Electronic Check,Fiber Optic,Yes,No,6,1.0,1,5.3,8.0,69.51,3,Single,Desktop,Yes
CUST-02982,59.0,Male,17,59.05,953.33,Two Year,Bank Transfer,Fiber Optic,Yes,No Internet,2,3.0,3,10.4,6.0,217.61,1,Divorced,Desktop,No
CUST-02983,52.0,Female,5,68.4,314.48,One Year,Electronic Check,DSL,No,No,3,2.0,5,10.3,9.0,70.44,3,Married,Desktop,No
CUST-02984,46.0,Male,30,114.72,3483.77,One Year,Mailed Check,DSL,No Internet,No,1,2.0,2,2.1,24.0,188.71,2,Single,Mobile,No
